v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,class,file
49,49,43,55,36,57,32,57,27,56,21,54,15,47,17,47,28,51,32,52,36,52,46,49,15,47,22,46,28,45,33,46,37,45,43,47,49,49,46,49,37,48,33,48,28,48,17,47,1,931
48,43,44,49,38,52,34,53,29,53,23,52,18,46,19,47,29,48,33,48,38,47,46,43,18,46,23,44,29,43,33,43,37,42,42,42,48,43,46,43,37,45,33,45,29,45,19,47,1,932
48,46,42,53,35,55,30,55,25,54,19,51,14,43,16,43,26,50,31,51,35,51,46,46,14,43,21,42,27,43,31,44,36,44,42,45,48,46,46,46,35,46,31,46,27,45,16,43,1,933
48,50,44,53,39,53,35,53,31,52,25,51,20,47,22,47,32,48,36,48,39,48,46,50,20,47,26,45,33,44,36,45,40,44,44,47,48,50,46,50,40,48,36,48,32,47,22,47,1,934
44,47,39,53,33,55,28,55,24,54,19,51,14,45,16,45,25,50,29,51,33,51,43,47,14,45,20,44,25,44,29,45,33,45,39,45,44,47,43,47,33,47,29,47,25,46,16,45,1,935
50,48,45,53,39,55,35,55,30,55,24,53,19,48,21,48,30,51,35,51,39,50,48,48,19,48,24,45,30,43,34,44,38,43,44,45,50,48,48,48,38,46,35,46,30,46,21,48,1,936
48,51,41,55,34,56,30,56,25,56,19,54,15,49,17,49,25,50,30,50,35,51,46,51,15,49,20,46,26,44,30,46,35,45,41,47,48,51,46,51,34,49,30,49,25,49,17,49,1,937
52,45,47,52,41,56,36,56,31,56,25,53,19,46,21,47,30,51,35,52,40,51,50,46,19,46,25,44,30,44,35,44,40,43,46,43,52,45,50,46,40,46,35,46,30,46,21,47,1,938
49,44,43,49,38,51,34,52,30,51,25,48,21,43,23,44,30,47,34,47,37,47,47,44,21,43,25,42,30,41,33,42,37,41,43,42,49,44,47,44,37,44,33,44,30,44,23,44,1,939
46,50,41,54,35,54,31,54,26,54,20,52,16,48,18,48,26,50,31,50,35,50,44,50,16,48,21,46,27,46,31,47,35,46,41,48,46,50,44,50,35,49,31,49,27,48,18,48,1,940
51,42,45,50,38,53,33,54,28,53,23,51,17,43,19,44,28,49,32,49,37,48,49,43,17,43,22,42,28,42,31,42,36,41,43,42,51,42,49,43,37,44,32,45,28,45,19,44,1,941
47,48,42,54,36,56,31,57,27,56,22,54,18,49,19,48,27,53,31,53,36,53,46,48,18,49,22,43,27,40,31,40,35,40,42,42,47,48,46,48,35,43,31,43,27,43,19,48,1,942
48,49,45,50,41,51,37,51,34,51,29,51,23,51,25,51,33,48,37,48,40,47,47,50,23,51,28,50,33,50,36,51,40,49,44,49,48,49,47,50,40,52,37,52,33,52,25,51,1,943
50,50,45,55,39,57,34,57,30,57,25,57,20,52,23,52,30,52,34,52,38,52,48,50,20,52,25,50,30,48,34,48,38,47,44,48,50,50,48,50,38,50,34,51,30,51,23,52,1,944
49,50,46,55,42,56,38,56,34,56,27,54,21,49,23,49,34,52,38,52,42,52,47,50,21,49,28,46,35,45,39,46,43,45,46,47,49,50,47,50,42,48,39,48,35,48,23,49,1,945
50,51,43,55,36,57,31,57,26,56,21,54,16,49,18,50,26,51,31,51,36,51,48,51,16,49,21,48,26,47,31,48,35,47,43,48,50,51,48,51,36,51,31,51,26,50,18,50,1,946
46,49,40,55,34,57,29,57,24,56,19,53,14,46,16,47,25,52,30,53,34,53,44,50,14,46,20,47,26,47,30,49,35,48,40,49,46,49,44,50,34,50,30,50,26,49,16,47,1,947
48,43,42,48,36,50,31,50,27,49,22,47,17,41,20,42,28,46,32,47,36,47,46,44,17,41,23,41,28,40,32,41,36,41,41,42,48,43,46,44,36,43,32,43,28,43,20,42,1,948
43,51,37,56,31,57,27,57,23,56,19,54,16,48,18,49,24,51,27,52,31,52,41,51,16,48,20,46,25,45,28,46,31,46,37,48,43,51,41,51,31,50,28,50,24,49,18,49,1,949
42,54,36,57,31,57,26,57,23,56,20,54,17,51,19,52,23,52,26,53,31,53,40,54,17,51,20,50,23,49,26,51,30,50,36,52,42,54,40,54,30,53,26,53,23,52,19,52,1,950
49,46,42,52,34,54,29,54,24,53,19,50,14,43,16,43,25,50,30,51,35,51,47,46,14,43,20,42,26,43,31,44,35,43,42,44,49,46,47,46,35,45,30,46,25,44,16,43,1,951
40,44,36,50,31,52,28,53,25,54,21,53,18,50,19,49,23,50,26,50,29,49,38,45,18,50,19,46,21,44,24,44,27,43,33,43,40,44,38,45,28,45,25,46,22,46,19,49,1,952
51,46,45,53,39,55,33,56,28,56,22,54,17,47,19,47,28,52,33,52,38,52,49,46,17,47,22,43,27,42,32,43,37,42,44,42,51,46,49,46,38,44,33,44,28,44,19,47,1,953
47,50,43,55,37,57,32,57,27,57,20,55,15,50,17,50,27,53,32,53,37,53,45,50,15,50,21,47,28,46,33,47,37,46,43,47,47,50,45,50,37,49,33,49,28,48,17,50,1,954
45,41,39,51,34,55,30,55,25,55,19,50,14,38,15,40,26,50,30,51,34,51,43,42,14,38,20,39,27,40,31,41,35,41,40,41,45,41,43,42,34,42,31,43,27,42,15,40,1,955
40,46,34,51,28,52,24,53,20,52,18,51,16,46,17,47,21,48,24,49,27,48,38,46,16,46,17,43,20,42,23,42,27,41,33,43,40,46,38,46,27,45,23,45,20,45,17,47,1,956
46,51,42,55,38,56,34,56,30,55,24,53,18,49,20,49,30,53,34,53,38,53,44,51,18,49,25,46,31,45,35,46,39,46,43,47,46,51,44,51,38,48,35,48,31,47,20,49,1,957
48,50,41,56,34,58,28,58,24,58,18,55,15,49,17,49,24,53,28,54,34,54,46,49,15,49,19,46,24,45,28,46,33,45,41,46,48,50,46,49,33,47,28,48,24,47,17,49,1,958
44,50,38,55,33,56,29,57,24,56,19,53,15,48,17,48,25,50,29,51,33,51,42,50,15,48,21,46,26,45,30,46,34,45,39,47,44,50,42,50,34,49,30,49,26,48,17,48,1,959
47,53,42,57,36,58,31,58,27,57,23,56,20,52,21,52,27,52,31,53,35,53,45,53,20,52,23,49,27,47,31,48,35,47,41,49,47,53,45,53,35,51,31,51,27,51,21,52,1,960
46,44,41,52,35,56,29,56,23,56,17,52,12,45,14,45,24,51,29,51,35,51,44,45,12,45,18,43,24,43,29,44,34,43,41,43,46,44,44,45,34,46,29,47,24,46,14,45,1,961
51,49,46,54,40,56,35,56,30,56,23,53,18,47,20,47,30,51,35,52,40,52,49,49,18,47,24,44,31,43,35,44,40,44,45,45,51,49,49,49,39,46,35,47,30,46,20,47,1,962
45,49,39,54,32,56,27,56,23,56,18,54,14,48,16,48,23,52,27,53,32,52,43,48,14,48,18,45,23,44,27,45,31,44,38,45,45,49,43,48,32,46,27,47,23,46,16,48,1,963
48,46,43,53,38,56,33,57,29,56,24,53,20,46,22,46,29,51,33,52,37,51,46,46,20,46,24,44,29,44,33,45,37,44,43,44,48,46,46,46,37,46,33,47,29,46,22,46,1,964
51,51,46,56,40,58,36,59,32,59,26,57,20,52,22,53,32,55,36,55,40,54,49,51,20,52,26,49,32,47,36,48,40,47,46,48,51,51,49,51,40,50,36,50,32,50,22,53,1,965
46,51,39,55,32,57,27,57,21,56,15,54,10,48,12,48,22,52,27,52,33,52,43,51,10,48,16,47,23,48,28,49,33,48,40,50,46,51,43,51,33,52,27,52,23,51,12,48,1,966
43,46,40,53,36,57,32,58,28,58,22,55,17,48,19,48,28,53,32,53,36,52,41,46,17,48,23,45,29,44,32,45,36,44,40,44,43,46,41,46,36,46,32,47,29,47,19,48,1,967
45,50,40,54,34,55,30,56,26,55,22,53,18,49,20,49,26,52,30,52,34,52,43,50,18,49,22,47,26,46,30,47,34,46,40,48,45,50,43,50,34,48,30,48,26,48,20,49,1,968
43,46,39,52,33,54,29,54,25,54,21,51,18,46,20,47,25,49,29,50,33,50,41,46,18,46,21,45,25,44,28,45,32,44,38,45,43,46,41,46,32,46,28,47,25,46,20,47,1,969
47,45,41,51,35,53,29,54,25,53,18,51,13,44,14,44,25,49,30,50,35,49,45,45,13,44,19,42,26,41,30,42,35,42,41,43,47,45,45,45,35,44,30,45,26,44,14,44,1,970
51,45,45,57,37,62,32,62,26,61,20,56,16,43,17,44,26,55,31,56,37,56,49,46,16,43,20,40,27,40,31,41,36,41,44,42,51,45,49,46,36,43,31,43,27,42,17,44,1,971
51,45,46,51,40,53,36,54,31,53,25,51,19,46,21,46,31,50,35,51,40,50,49,46,19,46,25,44,31,44,35,45,39,44,45,44,51,45,49,46,40,45,35,46,31,45,21,46,1,972
47,48,42,54,36,56,32,56,28,56,22,53,17,48,19,48,28,51,32,51,36,51,45,49,17,48,22,46,28,46,32,47,36,46,42,47,47,48,45,49,36,49,32,49,28,49,19,48,1,973
47,45,41,52,35,55,30,56,25,55,20,53,14,45,17,46,25,51,29,51,34,50,45,45,14,45,20,45,25,45,29,46,33,45,40,45,47,45,45,45,34,47,29,48,25,47,17,46,1,974
49,46,42,55,36,58,31,59,26,59,20,55,14,46,16,47,26,55,31,55,36,54,47,47,14,46,20,45,26,45,31,45,35,44,42,44,49,46,47,47,35,46,31,46,26,46,16,47,1,975
46,47,43,53,38,55,33,56,28,56,21,53,15,46,17,46,29,52,34,52,38,51,44,47,15,46,23,44,30,44,34,45,39,44,43,44,46,47,44,47,38,46,34,47,30,46,17,46,1,976
53,46,49,54,43,58,38,59,32,59,25,56,19,49,21,49,32,54,37,54,42,53,52,47,19,49,25,46,32,45,37,45,41,44,48,44,53,46,52,47,42,47,37,48,32,47,21,49,1,977
47,46,41,50,34,51,29,51,25,50,20,47,15,42,17,43,25,47,29,48,34,48,46,46,15,42,21,44,26,45,29,46,34,46,41,46,47,46,46,46,34,47,29,48,25,46,17,43,1,978
48,48,42,54,36,57,30,57,25,56,19,53,15,47,16,47,25,52,30,53,35,52,46,48,15,47,20,45,25,44,30,45,35,44,42,45,48,48,46,48,35,47,30,48,25,47,16,47,1,979
50,50,45,53,38,54,34,55,29,55,23,54,18,52,19,52,28,51,33,51,38,51,48,50,18,52,22,48,28,47,33,48,37,47,44,47,50,50,48,50,38,50,33,50,28,50,19,52,1,980
51,45,44,53,37,56,32,56,27,55,22,52,18,45,21,45,27,49,31,50,36,50,49,46,18,45,23,43,27,43,31,44,36,43,43,44,51,45,49,46,36,47,31,47,28,46,21,45,1,981
45,48,40,54,35,56,31,57,26,56,21,53,17,47,19,48,27,51,31,52,35,51,43,48,17,47,22,45,27,44,31,45,34,44,40,45,45,48,43,48,34,46,31,47,27,46,19,48,1,982
52,49,46,54,40,56,35,57,29,56,22,54,17,50,19,51,29,52,34,52,40,52,50,49,17,50,23,49,29,48,34,49,39,48,45,48,52,49,50,49,39,51,34,51,29,51,19,51,1,983
41,52,36,56,30,57,26,56,21,55,16,53,11,48,13,48,22,52,27,53,31,53,39,52,11,48,17,46,24,45,28,47,32,47,37,49,41,52,39,52,32,49,27,49,23,48,13,48,1,984
48,50,44,58,38,62,33,62,28,62,23,58,19,50,20,50,29,57,33,58,38,57,47,51,19,50,23,46,29,45,33,46,38,45,43,46,48,50,47,51,38,48,33,48,29,47,20,50,1,985
44,50,41,54,38,56,34,56,30,55,24,52,19,47,20,47,31,52,35,52,38,52,43,50,19,47,26,45,32,45,36,46,39,46,42,48,44,50,43,50,39,48,36,48,32,47,20,47,1,986
50,44,45,51,39,53,35,54,30,54,24,51,19,45,21,45,30,50,34,50,39,49,48,45,19,45,24,43,30,43,34,44,38,43,44,43,50,44,48,45,38,46,34,46,30,46,21,45,1,987
46,46,40,50,34,52,30,52,27,51,23,48,20,44,21,45,26,46,30,48,33,48,44,46,20,44,23,47,26,48,29,49,32,48,39,48,46,46,44,46,33,50,29,50,26,50,21,45,1,988
49,48,46,54,40,57,36,58,31,57,24,56,18,51,20,51,31,52,35,52,40,51,47,48,18,51,24,48,31,46,35,47,39,45,45,46,49,48,47,48,39,49,35,50,31,50,20,51,1,989
50,45,46,51,41,53,36,54,31,54,25,52,18,47,20,47,31,50,36,50,40,49,48,45,18,47,25,45,31,44,36,45,40,43,45,44,50,45,48,45,40,46,36,47,31,47,20,47,1,990
45,44,40,52,34,55,29,56,24,56,17,53,12,47,13,47,24,51,29,51,34,51,43,45,12,47,17,43,24,42,29,43,33,42,39,43,45,44,43,45,33,44,29,45,24,45,13,47,1,991
49,51,43,55,36,56,31,56,26,55,19,52,13,46,15,47,27,49,32,50,37,50,47,51,13,46,20,45,28,44,32,46,37,45,43,47,49,51,47,51,37,49,32,50,27,48,15,47,1,992
51,50,47,55,43,58,38,58,34,58,27,56,20,50,22,50,34,53,39,53,43,53,49,50,20,50,28,46,35,44,39,45,43,45,48,46,51,50,49,50,43,48,39,48,35,48,22,50,1,993
44,51,39,54,34,54,29,54,25,54,19,52,15,48,17,49,26,51,30,51,34,51,42,51,15,48,21,47,27,47,31,48,35,47,40,49,44,51,42,51,35,50,30,50,26,49,17,49,1,994
42,49,35,53,28,54,23,55,19,54,16,53,14,50,15,49,19,50,23,50,27,50,39,49,14,50,15,46,18,44,22,45,27,44,34,46,42,49,39,49,27,48,22,48,19,48,15,49,1,995
45,48,38,53,31,56,26,56,22,56,18,53,16,48,18,48,22,50,26,50,30,50,43,48,16,48,18,45,21,44,25,45,29,44,37,45,45,48,43,48,30,48,25,48,22,48,18,48,1,996
48,44,44,52,40,56,35,56,31,56,24,52,18,44,20,44,31,51,36,52,40,51,46,45,18,44,25,42,32,41,36,42,40,42,45,42,48,44,46,45,40,44,36,44,32,44,20,44,1,997
50,46,46,53,41,56,36,57,31,57,25,54,19,46,21,47,31,52,35,53,40,52,48,47,19,46,25,46,31,46,35,47,40,46,45,45,50,46,48,47,40,48,35,48,31,48,21,47,1,998
48,47,40,53,33,55,28,55,24,54,19,50,15,44,17,45,24,50,29,52,33,52,46,48,15,44,20,44,25,45,30,46,34,46,41,47,48,47,46,48,34,48,29,48,25,47,17,45,1,999
46,49,41,54,35,56,32,56,28,56,22,54,18,48,20,49,28,52,32,52,36,52,44,49,18,48,23,45,29,44,32,45,36,45,41,46,46,49,44,49,36,47,32,47,28,47,20,49,1,1000
45,47,40,53,35,56,31,56,27,56,21,55,15,49,17,49,27,52,31,52,35,51,43,48,15,49,21,47,26,45,30,46,34,45,40,45,45,47,43,48,34,47,30,48,27,48,17,49,1,1001
45,50,42,55,38,57,34,57,29,57,23,55,19,49,20,49,29,52,34,53,38,52,44,50,19,49,24,45,30,44,34,45,38,44,42,45,45,50,44,50,38,47,34,47,30,47,20,49,1,1002
52,49,48,57,42,59,37,59,33,59,25,56,19,48,21,48,33,54,38,54,42,54,50,48,19,48,26,42,34,40,38,41,42,40,48,43,52,49,50,48,42,43,38,43,33,43,21,48,1,1003
47,53,40,56,33,56,29,56,26,55,22,52,18,47,20,48,26,50,30,51,34,52,45,53,18,47,23,46,27,46,31,47,34,47,41,49,47,53,45,53,34,50,30,50,27,48,20,48,1,1004
52,43,47,51,41,55,36,56,30,56,24,53,18,46,20,47,30,52,35,52,40,51,50,44,18,46,24,44,30,43,35,44,39,43,46,42,52,43,50,44,40,45,35,46,30,46,20,47,1,1005
50,44,45,47,39,48,35,49,30,50,24,50,19,48,21,48,29,47,34,46,39,45,48,43,19,48,23,43,29,40,33,40,38,38,44,40,50,44,48,43,38,41,34,42,29,43,21,48,1,1006
50,44,44,54,38,57,33,58,28,57,21,52,16,42,18,43,28,52,33,53,38,52,48,45,16,42,23,43,29,44,33,46,38,45,44,45,50,44,48,45,38,47,33,47,29,46,18,43,1,1007
48,50,44,54,39,56,36,56,32,56,25,54,19,49,21,49,32,52,36,52,39,52,46,50,19,49,26,47,33,46,36,47,40,46,44,47,48,50,46,50,40,49,36,50,32,49,21,49,1,1008
48,50,45,56,40,58,35,59,31,58,24,57,19,51,20,51,31,55,35,55,40,55,47,50,19,51,25,47,31,46,36,47,40,46,45,46,48,50,47,50,40,48,36,48,31,48,20,51,1,1009
46,49,39,51,33,51,28,51,23,50,18,49,14,46,16,46,24,47,29,48,33,48,44,49,14,46,19,44,24,43,29,45,34,44,40,46,46,49,44,49,33,47,29,47,24,46,16,46,1,1010
50,50,45,54,39,55,35,56,30,56,24,54,19,51,21,51,30,51,34,51,39,51,48,50,19,51,24,48,30,47,34,47,39,46,44,47,50,50,48,50,39,49,34,49,30,49,21,51,1,1011
52,41,47,50,43,54,38,56,34,56,26,54,18,46,20,46,33,53,38,52,42,51,50,43,18,46,26,45,34,45,38,46,42,44,47,43,52,41,50,43,42,46,38,47,34,47,20,46,1,1012
45,49,41,55,35,57,31,58,26,57,21,54,16,47,18,47,27,52,32,53,36,52,43,49,16,47,22,44,28,44,32,45,36,45,41,46,45,49,43,49,36,48,32,48,28,47,18,47,1,1013
44,50,39,54,33,56,28,56,24,55,18,54,14,49,16,49,24,51,28,51,33,51,42,50,14,49,19,47,25,46,29,48,33,47,39,48,44,50,42,50,33,50,28,50,24,49,16,49,1,1014
46,47,40,52,34,54,28,54,24,54,18,51,14,45,16,46,24,50,29,51,34,50,44,47,14,45,19,43,25,43,29,44,34,43,40,44,46,47,44,47,34,46,29,46,25,45,16,46,1,1015
50,42,45,50,39,53,34,54,29,54,22,51,17,44,19,44,29,50,34,50,38,49,48,42,17,44,22,41,28,40,33,40,38,39,44,40,50,42,48,42,38,41,33,42,29,42,19,44,1,1016
39,46,35,48,31,48,27,48,24,47,19,46,14,42,16,42,25,44,28,44,31,45,38,45,14,42,21,41,26,41,29,43,32,42,36,44,39,46,38,45,32,45,28,45,25,44,16,42,1,1017
46,48,38,53,30,54,26,53,22,52,19,48,16,43,18,44,23,48,27,50,31,50,44,48,16,43,20,43,23,44,27,45,31,45,38,46,46,48,44,48,31,47,27,47,23,46,18,44,1,1018
44,46,39,52,35,54,31,55,26,54,20,51,14,45,16,46,27,50,31,50,35,50,42,47,14,45,22,46,28,47,32,48,36,47,39,47,44,46,42,47,35,49,32,50,28,49,16,46,1,1019
49,48,42,54,34,56,29,56,25,54,20,51,16,44,19,45,25,50,30,51,35,51,47,48,16,44,21,42,26,42,30,43,35,43,42,44,49,48,47,48,35,45,30,45,26,45,19,45,1,1020
42,52,37,55,32,56,28,56,25,55,21,53,17,49,19,49,25,51,28,52,32,52,40,52,17,49,21,48,25,47,28,48,32,48,37,50,42,52,40,52,32,51,28,51,25,50,19,49,1,1021
49,44,45,50,40,54,35,55,30,55,23,52,17,46,19,46,30,51,35,51,39,50,47,44,17,46,23,42,29,40,34,41,38,40,44,40,49,44,47,44,38,43,34,43,30,43,19,46,1,1022
45,51,40,54,35,55,31,55,27,54,22,52,17,48,20,48,27,49,31,50,35,50,43,51,17,48,23,45,28,44,31,46,36,45,41,48,45,51,43,51,35,48,31,48,28,48,20,48,1,1023
49,52,45,55,40,56,36,57,31,57,24,55,18,52,20,52,31,52,36,52,40,51,47,52,18,52,25,49,31,48,36,50,41,48,45,50,49,52,47,52,41,51,36,52,31,51,20,52,1,1024
45,52,43,56,40,59,36,59,32,59,27,57,23,53,25,53,32,55,35,55,39,55,44,52,23,53,28,50,32,49,36,49,39,49,43,49,45,52,44,52,39,50,36,51,32,51,25,53,1,1025
47,47,43,52,37,54,32,55,27,54,20,52,16,46,18,46,27,49,32,50,37,49,45,47,16,46,21,42,28,41,32,42,37,41,43,42,47,47,45,47,37,44,32,45,28,44,18,46,1,1026
46,48,42,52,37,53,32,53,28,53,24,51,20,47,22,47,29,49,33,50,37,50,45,48,20,47,25,45,29,45,33,46,37,46,42,46,46,48,45,48,37,47,33,48,29,47,22,47,1,1027
42,53,38,58,32,60,28,60,24,59,17,57,11,51,13,52,24,54,28,55,33,55,40,53,11,51,18,50,25,50,29,51,33,50,38,51,42,53,40,53,33,53,29,53,25,52,13,52,1,1028
54,48,48,55,40,57,35,57,30,56,25,53,20,46,22,47,31,52,35,52,40,52,52,49,20,46,25,45,31,46,35,47,40,46,47,47,54,48,52,49,40,49,35,49,31,48,22,47,1,1029
46,50,40,53,34,53,30,53,26,52,20,50,15,46,17,46,27,48,31,49,35,50,44,50,15,46,22,45,28,45,32,47,35,46,40,48,46,50,44,50,35,49,31,49,27,48,17,46,1,1030
52,50,46,54,39,55,33,55,28,54,20,51,14,45,16,46,29,50,34,51,39,51,50,50,14,45,23,45,31,46,35,47,41,47,47,48,52,50,50,50,40,50,35,50,30,48,16,46,1,1031
49,44,46,52,41,55,36,56,31,56,24,53,18,46,20,46,31,52,36,52,41,51,48,45,18,46,24,43,31,42,36,43,41,42,46,42,49,44,48,45,41,45,36,45,31,45,20,46,1,1032
48,47,42,56,35,59,30,60,24,59,17,55,12,45,14,46,25,53,30,54,35,54,45,48,12,45,19,43,26,43,31,45,36,44,42,45,48,47,45,48,36,47,31,48,26,47,14,46,1,1033
50,45,43,51,35,53,31,53,27,52,24,49,21,42,23,43,28,48,31,49,36,49,48,45,21,42,24,42,28,42,31,44,35,43,42,43,50,45,48,45,35,45,31,45,28,44,23,43,1,1034
45,47,39,54,32,56,27,57,23,57,18,55,13,49,15,49,23,51,27,51,32,50,43,47,13,49,17,45,22,42,26,43,30,42,38,43,45,47,43,47,31,46,26,46,22,46,15,49,1,1035
43,46,39,52,34,54,30,55,26,54,20,50,15,43,17,44,27,49,31,49,35,49,41,46,15,43,22,42,28,41,32,43,35,42,40,43,43,46,41,46,35,45,31,45,27,45,17,44,1,1036
46,50,41,54,36,55,32,55,28,55,23,52,18,47,20,47,29,50,33,51,37,51,44,50,18,47,24,46,29,46,33,48,37,47,42,48,46,50,44,50,37,50,33,50,29,49,20,47,1,1037
47,51,41,55,34,56,29,56,24,56,19,55,14,51,16,51,25,50,29,50,34,50,44,51,14,51,19,46,25,44,29,45,34,44,41,46,47,51,44,51,34,48,29,48,25,48,16,51,1,1038
45,44,39,49,33,50,28,51,24,50,19,49,14,44,16,44,23,48,27,48,32,48,44,45,14,44,19,44,23,44,27,45,31,44,38,44,45,44,44,45,31,46,27,46,23,46,16,44,1,1039
53,47,47,54,40,56,35,56,30,56,24,54,18,46,20,46,30,52,35,52,40,52,51,47,18,46,24,44,31,43,35,44,40,43,47,44,53,47,51,47,40,46,35,46,31,46,20,46,1,1040
47,46,40,53,33,55,28,55,24,54,18,49,14,41,16,42,25,49,29,50,33,50,45,46,14,41,19,41,26,41,30,42,34,42,41,43,47,46,45,46,34,45,30,45,25,44,16,42,1,1041
42,51,36,54,31,55,26,55,22,54,18,53,14,49,16,49,22,49,26,50,31,50,40,51,14,49,18,47,23,45,26,47,31,46,37,48,42,51,40,51,31,49,26,49,22,49,16,49,1,1042
47,50,41,54,34,55,29,55,25,54,20,52,17,48,19,48,25,49,30,50,34,50,45,50,17,48,21,45,26,44,30,45,34,45,41,47,47,50,45,50,34,48,30,48,25,47,19,48,1,1043
45,51,39,54,34,54,30,54,25,53,21,52,17,48,18,48,26,50,30,51,35,51,43,51,17,48,22,47,26,47,31,48,35,48,40,49,45,51,43,51,35,50,31,50,26,49,18,48,1,1044
41,48,36,50,31,52,27,51,23,51,18,49,14,44,16,45,24,47,28,48,32,48,39,48,14,44,20,44,25,45,29,46,33,46,37,47,41,48,39,48,33,48,29,48,25,47,16,45,1,1045
45,55,43,57,40,58,37,59,33,59,29,59,24,57,26,57,33,54,37,54,40,53,44,56,24,57,28,55,33,54,37,55,39,53,42,54,45,55,44,56,40,57,37,57,33,57,26,57,1,1046
46,47,40,51,34,53,29,53,25,53,20,52,15,48,17,48,25,49,29,49,34,49,44,48,15,48,20,47,25,46,29,47,34,46,40,47,46,47,44,48,34,48,29,49,25,48,17,48,1,1047
48,49,41,57,34,61,29,61,24,60,18,55,13,46,14,47,25,55,30,56,35,55,46,49,13,46,19,45,26,45,31,46,35,46,42,47,48,49,46,49,35,48,31,48,26,47,14,47,1,1048
35,44,31,50,27,54,23,54,19,53,12,48,8,39,9,40,20,50,24,50,28,50,33,45,8,39,16,39,24,41,27,42,31,42,34,43,35,44,33,45,30,44,26,44,23,42,9,40,1,1049
47,50,40,54,33,56,29,56,26,56,21,55,19,52,20,51,25,51,29,51,33,50,45,50,19,52,21,48,25,46,28,47,32,46,39,47,47,50,45,50,32,50,29,50,25,50,20,51,1,1050
48,46,40,53,32,55,27,55,22,54,16,50,12,41,15,42,23,49,28,50,33,51,46,46,12,41,17,39,24,39,28,40,33,40,41,42,48,46,46,46,33,43,28,43,23,42,15,42,1,1051
48,47,43,53,38,56,33,56,28,55,22,53,18,46,19,46,28,52,33,52,38,52,46,48,18,46,23,45,29,45,33,46,38,45,43,46,48,47,46,48,38,47,33,48,29,47,19,46,1,1052
44,44,38,50,32,53,27,53,23,52,18,48,14,41,16,42,23,47,27,48,32,48,42,45,14,41,19,42,24,43,28,44,33,44,39,44,44,44,42,45,32,46,28,46,24,45,16,42,1,1053
48,50,44,55,38,57,34,57,30,56,25,53,22,47,24,48,30,51,34,52,38,52,47,51,22,47,26,48,31,48,34,49,38,49,44,49,48,50,47,51,38,51,34,51,31,50,24,48,1,1054
43,46,38,53,32,56,27,57,23,56,17,53,12,46,13,46,23,53,28,53,32,52,41,47,12,46,18,45,24,45,28,46,32,45,38,45,43,46,41,47,32,47,28,48,24,47,13,46,1,1055
46,46,42,52,36,54,31,55,27,54,21,52,16,47,18,47,27,50,31,51,36,50,45,46,16,47,21,43,27,42,31,43,36,42,41,43,46,46,45,46,36,45,31,45,27,45,18,47,1,1056
44,50,39,54,34,56,29,56,25,56,20,55,15,50,17,50,25,52,29,52,34,51,42,51,15,50,20,49,26,48,30,49,34,48,39,49,44,50,42,51,34,51,30,51,26,51,17,50,1,1057
50,48,43,52,37,54,33,54,28,54,22,52,16,47,18,47,28,50,33,51,37,50,48,48,16,47,22,46,28,46,32,47,37,46,43,46,50,48,48,48,37,48,33,49,28,48,18,47,1,1058
51,48,45,54,39,56,35,57,30,56,25,53,21,47,22,48,31,52,35,53,39,52,49,49,21,47,26,46,31,46,35,48,39,47,45,48,51,48,49,49,39,49,35,50,31,49,22,48,1,1059
43,47,35,53,27,55,23,55,19,55,16,52,14,46,16,46,19,51,23,52,27,52,41,47,14,46,15,42,19,41,22,42,26,42,34,43,43,47,41,47,26,44,22,44,19,43,16,46,1,1060
44,47,38,51,32,52,27,53,23,54,19,54,16,52,17,52,22,50,26,50,30,49,42,48,16,52,17,49,20,47,24,47,28,45,36,46,44,47,42,48,29,48,25,49,21,49,17,52,1,1061
49,45,43,50,36,51,32,52,27,51,22,49,18,43,20,44,28,47,32,48,36,48,47,45,18,43,23,41,28,40,32,41,36,40,43,42,49,45,47,45,36,43,32,43,28,43,20,44,1,1062
45,48,40,54,33,56,28,56,23,55,17,52,12,45,13,45,24,51,28,51,33,51,43,48,12,45,18,41,25,40,30,41,34,41,40,43,45,48,43,48,34,44,29,44,25,43,13,45,1,1063
47,53,42,56,37,57,33,57,29,56,23,53,18,50,20,50,29,51,33,52,37,52,45,53,18,50,23,48,29,47,33,48,37,48,42,50,47,53,45,53,37,51,33,51,29,50,20,50,1,1064
43,50,38,53,33,54,29,54,25,54,19,52,15,48,17,48,26,50,30,51,34,51,41,50,15,48,20,44,27,44,31,45,34,44,39,46,43,50,41,50,34,47,30,47,26,46,17,48,1,1065
46,53,40,56,34,57,31,57,27,57,23,56,21,54,23,54,27,53,30,53,34,53,44,53,21,54,23,52,26,50,29,51,33,50,39,51,46,53,44,53,33,53,30,54,26,54,23,54,1,1066
37,51,30,57,23,58,19,58,16,57,12,54,9,47,11,48,17,53,20,54,24,55,35,51,9,47,13,46,18,46,21,48,25,47,31,49,37,51,35,51,24,50,20,49,17,48,11,48,1,1067
